9011,北海道道央,ほっかいどうどうおう,
9012,北海道道南,ほっかいどうどうなん,
9013,北海道道北,ほっかいどうどうほく,
9014,北海道道東,ほっかいどうどうとう,
9020,青森,あおもり,
9030,岩手,いわて,
9040,宮城,みやぎ,
9050,秋田,あきた,
9060,山形,やまがた,
9070,福島,ふくしま,
9080,茨城,いばらき,
9090,栃木,とちぎ,
9100,群馬,ぐんま,
9110,埼玉,さいたま,
9120,千葉,ちば,
9131,東京,とうきょう,
9132,伊豆諸島,いずしょとう,
9133,小笠原,おがさわら,
9140,神奈川,かながわ,
9150,新潟,にいがた,
9160,富山,とやま,
9170,石川,いしかわ,
9180,福井,ふくい,
9190,山梨,やまなし,
9200,長野,ながの,
9210,岐阜,ぎふ,
9220,静岡,しずおか,
9230,愛知,あいち,
9240,三重,みえ,
9250,滋賀,しが,
9260,京都,きょうと,
9270,大阪,おおさか,
9280,兵庫,ひょうご,
9290,奈良,なら,
9300,和歌山,わかやま,
9310,鳥取,とっとり,
9320,島根,しまね,
9330,岡山,おかやま,
9340,広島,ひろしま,
9360,徳島,とくしま,
9370,香川,かがわ,
9380,愛媛,えひめ,
9390,高知,こうち,
9350,山口,やまぐち,
9400,福岡,ふくおか,
9410,佐賀,さが,
9420,長崎,ながさき,
9430,熊本,くまもと,
9440,大分,おおいた,
9450,宮崎,みやざき,
9461,鹿児島,かごしま,
9462,奄美(群島),あまみ（ぐんとう）,気象庁が発信する電文では"奄美"と記載する。
9471,沖縄本島,おきなわほんとう,
9472,大東島,だいとうじま,
9473,宮古島,みやこじま,
9474,八重山,やえやま,
